Project Name,Suspect USDT support?,Skip,Added,Web3 but no stablecoin,General Stablecoin Adoption,To be Added,Processed?,In Admin,TG/TON appstore (no main URL),Final Status,Website,X Link,X Handle,Telegram,Category,Release Date,Product Status,The Grid Status,Profile Name,Root ID,Matched URL,Matched via,Ecosystem/Chain,Source,Notes,Evidence & Source URLs
RAEN,,,,TRUE,,,,,,,https://raen.dev/,https://twitter.com/raendev,@raendev; https://twitter.com/raendev,,Utilities; Developer Support; Developer Tooling,,,❌ Not found,,,,,NEAR; near,NEARCatalog,RAEN makes working with the NEAR blockchain more fun; collaborative; and powerful,website-scan: scanned
Popula,,,,TRUE,,,,,,,https://popula.io/,https://x.com/beepopula,@beepopula; https://x.com/beepopula,,Dapp; Community; Social,,,❌ Not found,,,,,NEAR; near,NEARCatalog; AwesomeNEAR,Web3 platform for the Community Economy,website-scan: scanned
Blockchain.com,TRUE,,,,,,,,,,https://blockchain.com/,https://twitter.com/blockchain,@blockchain; https://twitter.com/blockchain,,Other; CEX,,,Active; ✅ Found,Blockchain.com,id1761684817-YuY_9Fg6TbeN3ow2pOn8PA,https://blockchain.com; https://admin.thegrid.id/profiles/?rootId=id1761684817-YuY_9Fg6TbeN3ow2pOn8PA,name; URL: urlMain,NEAR; near,NEARCatalog,Pioneering key infrastructure for the Bitcoin community with an explorer; API; and popular crypto wallet; driving global adoption and empowering customers in the future of finance | Grid confirms: USDT; SOL,Grid: USDT (supported_by); SOL (supported_by) | website-scan: scanned
DropWallet,,,,TRUE,,,,,,,https://wallet.genadrop.xyz/,https://twitter.com/genadrop,@genadrop; https://twitter.com/genadrop,https://t.me/+uJSKO56xTWo1OWRh,Infrastructure; Wallet,,,❌ Not found,,,,,NEAR; near,NEARCatalog,Make blockchain transactions directly from telegram for free,website-scan: scanned
Seracle,,,,TRUE,,,,,,,https://www.seracle.com/,https://twitter.com/seracleofficial,@seracleofficial; https://twitter.com/seracleofficial,,Infrastructure; RPC,,,❌ Not found,,,,,NEAR; near,NEARCatalog,Truly decentralizing L1 & L2 chain's node infrastructure with DePIN & Tokenization,website-scan: scanned
South Pole,,,,TRUE,,,,,,,https://www.southpole.com/,https://twitter.com/southpoleglobal,@southpoleglobal; https://twitter.com/southpoleglobal,,Dapp; RWA,,,❌ Not found,,,,,NEAR; near,NEARCatalog,With the expertise of +1;200 team members across six continents; we work with leading organizations to achieve a low-carbon reality,website-scan: scanned
Collab.land,TRUE,,,,,,,,,,https://www.collab.land/,https://x.com/collab_land_,@collab_land_; https://x.com/collab_land_,,Ecosystem Support; Security,,,Active; ✅ Found,Collab.Land,id1753792841-nqvrjn4BSEuhwFnNsvEVag,https://collab.land; https://admin.thegrid.id/profiles/?rootId=id1753792841-nqvrjn4BSEuhwFnNsvEVag,name; Name: Profile,NEAR; near,NEARCatalog,Collab.Land empowers developers with its Discord bot for deploying miniapps and APIs for custom functionalities like website token gating; enhancing project reach and functionality with easy integration and extensive resources | Grid confirms: USDT,Grid: USDT (supported_by) | website-scan: scanned
Bybit,TRUE,,,,TRUE,,,,,,https://www.bybit.com/,https://twitter.com/Bybit_Official,@Bybit_Official; https://twitter.com/Bybit_Official,https://t.me/BybitEnglish,Other; CEX,,,Active; ✅ Found,Bybit,1362,https://www.bybit.com; https://admin.thegrid.id/profiles/?rootId=1362,name; URL: urlMain,NEAR; near,NEARCatalog,The most reliable cryptocurrency exchange | Grid confirms: USDT; USDC,Grid: USDT (supported_by); USDC (supported_by) | website-scan: scanned
Pionex,,,,TRUE,,,,,,,https://www.pionex.com/en/,https://twitter.com/pionex_com,@pionex_com; https://twitter.com/pionex_com,https://t.me/pionexen,Infrastructure; On/Off-Ramp,,,❌ Not found,,,,,NEAR; near,NEARCatalog,Leading crypto exchange with AI trading bot,website-scan: scanned
Bitget,TRUE,,,,TRUE,,,,,,https://www.bitget.com/,https://x.com/bitgetglobal,@bitgetglobal; https://x.com/bitgetglobal,https://t.me/BitgetENOfficial,Infrastructure; Wallet,,,Active; ✅ Found,Bitget,id1741256256-ZaL3d75oTt-_sqduqaNv5w,https://www.bitget.com; https://admin.thegrid.id/profiles/?rootId=id1741256256-ZaL3d75oTt-_sqduqaNv5w,name; URL: urlMain,NEAR; near,NEARCatalog,Bitget offers a comprehensive trading experience with 500+ spot trading pairs | Grid confirms: USDT; USDC; SOL,Grid: USDT (supported_by); USDC (supported_by); SOL (supported_by) | website-scan: scanned
Outlier Ventures,,,,TRUE,,,,,,,https://outlierventures.io/,https://twitter.com/OVioHQ,@OVioHQ; https://twitter.com/OVioHQ,,Ecosystem Support; Accelerator; Funding Node,,,❌ Not found,,,,,NEAR; near,NEARCatalog,We are the worlds number 1 web3 accelerator by volume of investment | [PROMOTED from website-scan] web3 signals (defi),website-scan: scanned | promoted: website-scan
Encode Club,,,,TRUE,,,,,,,https://www.encode.club/,https://twitter.com/encodeclub,@encodeclub; https://twitter.com/encodeclub,,Ecosystem Support; Community; Developer Support; Education,,,❌ Not found,,,,,NEAR; near,NEARCatalog,Learn; build and advance your career in emerging tech,website-scan: scanned
Databricks,,,,TRUE,,,,,,,https://www.databricks.com/,https://twitter.com/databricks,@databricks; https://twitter.com/databricks,,Ecosystem Support; AI; Developer Tooling,,,❌ Not found,,,,,NEAR; near,NEARCatalog,Your Data; your AI your Future; Own them all,website-scan: scanned
Mirae Asset,,,,TRUE,,,,,,,https://english.securities.miraeasset.com/,https://twitter.com/miraeasset,@miraeasset; https://twitter.com/miraeasset,,Ecosystem Support; DeFi,,,❌ Not found,,,,,NEAR; near,NEARCatalog,Providing innovative investment solutions to clients worldwide,website-scan: scanned
Swissborg,TRUE,,,,,,,,,,https://swissborg.com/,https://x.com/swissborg,@swissborg; https://x.com/swissborg,https://t.me/SwissBorgChat,Utilities; On/Off-Ramp,,,Active; ✅ Found,SwissBorg,id1740707260-9hpC53YMR4OhZkNaalGpug,https://swissborg.com; https://admin.thegrid.id/profiles/?rootId=id1740707260-9hpC53YMR4OhZkNaalGpug,name; URL: urlMain,NEAR; near,NEARCatalog; CoinGecko; AwesomeNEAR; CoinGecko,SwissBorg is democratising wealth management by making it fun; fair; and community-centric | Grid confirms: USDT | Solana deployment (CoinGecko) | (fuzzy dedup: merged from Swissborg; SwissBorg) | Solana chain presence; Cardano chain presence,Grid: USDT (supported_by) | SOL: deployed on solana (CoinGecko) | SOL: $0 | ADA: $0
Bitstamp,TRUE,,,,TRUE,,,,,,https://www.bitstamp.net,https://x.com/Bitstamp,@Bitstamp; https://x.com/Bitstamp,,Other; CEX,,,Acquired; ✅ Found,Bitstamp,id1753767879-hKh55j_oRdqQjJwF5pHguQ,https://www.bitstamp.net; https://admin.thegrid.id/profiles/?rootId=id1753767879-hKh55j_oRdqQjJwF5pHguQ,name; URL: urlMain,NEAR; near,NEARCatalog,Bitstamp is pioneering a crypto exchange trusted by millions for secure trading and top-notch service since 2011 | Grid confirms: USDT; USDC; SOL | Solana chain presence; Cardano chain presence,Grid: USDT (supported_by); USDC (supported_by); SOL (supported_by) | website-scan: scanned | SOL: $0 | ADA: $0
NOW Wallet,TRUE,,,TRUE,TRUE,,,,,,https://walletnow.app/,https://x.com/NOW_Wallet,@NOW_Wallet; https://x.com/NOW_Wallet,,Other; CEX; Wallet,,,✅ Found,ChangeNOW,id1753274312-TBfZw8L2TRu-Hjsq2VFCXQ,https://admin.thegrid.id/profiles/?rootId=id1753274312-TBfZw8L2TRu-Hjsq2VFCXQ,Social Handle: Socials Lens - Twitter / X,NEAR; near,NEARCatalog,Non-custodial crypto wallet | [PROMOTED from website-scan] USDT keywords (usdt; tether) | USDC keywords (usd coin) | SOL keywords (solana) | ADA keywords (cardano),website-scan: scanned | promoted: website-scan
BTSE,,,,TRUE,,,,,,,https://www.btse.com/en,https://twitter.com/BTSE_Official,@BTSE_Official; https://twitter.com/BTSE_Official,https://t.me/btsecom,Other; CEX,,,❌ Not found,,,,,NEAR; near,NEARCatalog,Leading digital asset exchange; trusted by institutions; retail users; and first-time traders; offering innovative trading technologies and white label solutions,website-scan: scanned
OKX,TRUE,,,TRUE,TRUE,,,,,,https://www.okx.com/,https://twitter.com/okx,@okx; https://twitter.com/okx,https://t.me/OKXOfficial_English,Other; CEX,,,Active; ✅ Found,OKX,1379,https://www.okx.com; https://admin.thegrid.id/profiles/?rootId=1379,name; URL: urlMain,NEAR; near,NEARCatalog,Trade Crypto like Pro | Grid confirms: USDT; USDC; SOL | (fuzzy dedup: merged from OKX; OKX Wallet) | [PROMOTED from website-scan] USDT keywords (usdt) | USDC keywords (usdc) | SOL keywords (solana),Grid: USDT (supported_by); USDC (supported_by); SOL (supported_by) | website-scan: scanned | promoted: website-scan
Shitzu Token Farm,,,,TRUE,,,,,,,https://tkn.shitzuapes.xyz/,https://twitter.com/shitzuonnear,@shitzuonnear; https://twitter.com/shitzuonnear,https://t.me/Shitzu_Community,Other; Developer Tooling,,,❌ Not found,,,,,NEAR; near,NEARCatalog,Create tokens on NEAR Protocol,website-scan: scanned
Poloniex,TRUE,,,,TRUE,,,,,,https://poloniex.com/,https://twitter.com/Poloniex,@Poloniex; https://twitter.com/Poloniex,https://t.me/PoloniexEnglish,Other; CEX,,,Active; ✅ Found,Poloniex,id1753930260-p1_xkcVgQ5-PvhkmAD78IQ,https://poloniex.com; https://admin.thegrid.id/profiles/?rootId=id1753930260-p1_xkcVgQ5-PvhkmAD78IQ,name; URL: urlMain,NEAR; near,NEARCatalog,The legendary crypto exchange since 2014 | Grid confirms: USDT; USDC; SOL; STRK,Grid: USDT (supported_by); USDC (supported_by); SOL (supported_by); STRK (supported_by) | website-scan: scanned
Node Real RPC,,,,TRUE,TRUE,,,,,,https://nodereal.io/,https://twitter.com/Nodereal_io,@Nodereal_io; https://twitter.com/Nodereal_io,,Infrastructure; RPC,,,❌ Not found,,,,,NEAR; near,NEARCatalog,One-Stop Blockchain Infra Provider. Supporting NEAR; BNBChain; ETH; Aptos; Polygon; Optimism; Arbitrum; Avalanche | [PROMOTED from website-scan] stablecoin mentions | web3 signals (bridge; dex; lending; staking; amm),website-scan: scanned | promoted: website-scan
opencann,,,,TRUE,,,,,,,https://www.opencann.net/,https://twitter.com/OpenCann_,@OpenCann_; https://twitter.com/OpenCann_,https://t.me/opencann,Dapp; Community; DeSci,,,❌ Not found,,,,,NEAR; near,NEARCatalog,Accelerating development of cannabis based therapeutics,website-scan: scanned
Nansen Portfolio,,,,TRUE,,,,,,,https://portfolio.nansen.ai/,https://twitter.com/nansenportfolio,@nansenportfolio; https://twitter.com/nansenportfolio,https://t.me/nansenportfolio,Utilities; Asset Management,,,❌ Not found,,,,,NEAR; near,NEARCatalog,Track all your DeFi holdings in a single dashboard across 40+ chains,website-scan: scanned
MEXC,TRUE,,,,,,,,,,https://www.mexc.com/,https://twitter.com/MEXC_Official,@MEXC_Official; https://twitter.com/MEXC_Official,https://t.me/MEXCEnglish,Other; CEX,,,Active; ✅ Found,MEXC,id1745580537-A8SmNL1HS2qGih6c9GEErg,https://www.mexc.com; https://admin.thegrid.id/profiles/?rootId=id1745580537-A8SmNL1HS2qGih6c9GEErg,name; URL: urlMain,NEAR; near,NEARCatalog,Centralized crypto exchange that provides access to spot; margin and futures trading | Grid confirms: USDT,Grid: USDT (supported_by) | website-scan: scanned
Pixudi,,,,TRUE,,,,,,,https://linktr.ee/pixudi,https://twitter.com/thepixudi,@thepixudi; https://twitter.com/thepixudi,https://t.me/pixudi,Dapp; Game; NFT,,,❌ Not found,,,,,NEAR; near,NEARCatalog,Pixudi is an NFT based blockchain project where a traditional race board game meets Heroes of Magic mechanics | [PROMOTED from website-scan] web3 signals (bridge),website-scan: scanned | promoted: website-scan
BitMart,TRUE,,,,TRUE,,,,,,https://www.bitmart.com/,https://twitter.com/BitMartExchange,@BitMartExchange; https://twitter.com/BitMartExchange,https://t.me/BitmartExchange,Other; CEX,,,Active; ✅ Found,BitMart,id1754461128-KAxhGYCITE-ZaYO0s1Uzag,https://www.bitmart.com; https://admin.thegrid.id/profiles/?rootId=id1754461128-KAxhGYCITE-ZaYO0s1Uzag,name; URL: urlMain,NEAR; near,NEARCatalog,A global trading platform offering spot; futures; and OTC trading with robust security and unmatched market depth; aiming to be the world's largest liquidity provider for digital assets | Grid confirms: USDT; USDC; SOL; STRK | [PROMOTED from website-scan] USDT keywords (usdt; tether),Grid: USDT (supported_by); USDC (supported_by); SOL (supported_by); STRK (supported_by) | website-scan: scanned | promoted: website-scan
Ankr,TRUE,,,,,,,,,,https://www.ankr.com/,https://twitter.com/ankr,@ankr; https://twitter.com/ankr,https://t.me/ankrnetwork,Infrastructure; RPC; Validator,,,Active; ✅ Found,Ankr,id1753351954-NdAuvuJYSk6PMWjTlen5jQ,https://www.ankr.com; https://admin.thegrid.id/profiles/?rootId=id1753351954-NdAuvuJYSk6PMWjTlen5jQ,name; URL: urlMain,NEAR; near,NEARCatalog,Ankr; the leading Web3 infrastructure company; offers products for building; earning; gaming; and more on blockchain | Grid confirms: USDC | [PROMOTED from website-scan] web3 signals (liquidity; staking),Grid: USDC (supported_by) | website-scan: scanned | promoted: website-scan
Remitano,TRUE,,,,TRUE,,,,,,https://remitano.com/,https://twitter.com/remitano,@remitano; https://twitter.com/remitano,https://t.me/RemitanoNews,Other; CEX,,,Active; ✅ Found,Remitano,id1752642801-7ady7hF7QyeT3vktslk3sA,https://remitano.com; https://admin.thegrid.id/profiles/?rootId=id1752642801-7ady7hF7QyeT3vktslk3sA,name; URL: urlMain,NEAR; near,NEARCatalog,We bring the seamless crypto trading experience to you by providing simple interface; fast transaction processing and 24/7 online support | Grid confirms: USDT; USDC; SOL,Grid: USDT (supported_by); USDC (supported_by); SOL (supported_by) | website-scan: scanned
Google Cloud,,,,TRUE,,,,,,,https://cloud.google.com/,https://twitter.com/GoogleCloudTech,@GoogleCloudTech; https://twitter.com/GoogleCloudTech,,Utilities; Developer Tooling,,,❌ Not found,,,,,NEAR; near,NEARCatalog,A suite of cloud computing services offering modular solutions including computing; data storage; analytics; and machine learning; complemented by management tools,website-scan: scanned
Cypherock Wallet,TRUE,,,,,,,,,,https://www.cypherock.com/,https://twitter.com/CypherockWallet,@CypherockWallet; https://twitter.com/CypherockWallet,https://t.me/cypherock,Infrastructure; EVM; Wallet,,,Active; ✅ Found,Cypherock,id1741256282-gAXWQrseQF-5L3NGh2jiuQ,https://www.cypherock.com; https://admin.thegrid.id/profiles/?rootId=id1741256282-gAXWQrseQF-5L3NGh2jiuQ,url; URL: urlMain,NEAR; near,NEARCatalog,Cypherock X1 is the World's safest hardware wallet with no seed phrase vulnerability | Grid confirms: USDT | [PROMOTED from website-scan] SOL keywords (solana),Grid: USDT (supported_by) | website-scan: scanned | promoted: website-scan
CoinEx,TRUE,,,,,,,,,,https://www.coinex.com/en/,https://twitter.com/coinexcom,@coinexcom; https://twitter.com/coinexcom,https://t.me/CoinExOfficialEN,Infrastructure; CEX,,,Active; ✅ Found,CoinEx,id1752810318-bKyeAFLcS_CHVuymwrNMsQ,https://www.coinex.com; https://admin.thegrid.id/profiles/?rootId=id1752810318-bKyeAFLcS_CHVuymwrNMsQ,name; Name: Profile,NEAR; near,NEARCatalog,CoinEx; a trusted global cryptocurrency exchange; offers trading for over 900 coins including Bitcoin; Ethereum; Renzo; Tether USDT; WorldCoin; Solana; ORDI; SATS; and Avalanche; simplifying crypto trading for users worldwide | Grid confirms: USDT,Grid: USDT (supported_by) | website-scan: scanned
Ramper,,,,TRUE,,,,,,,https://www.ramper.xyz/,https://twitter.com/ramper_xyz,@ramper_xyz; https://twitter.com/ramper_xyz,https://t.me/+1o0oCz2saPM1Njll,Utilities; On/Off-Ramp; Payment,,,Active; ✅ Found,Ramper,id1755685959-Gjs9SAnjRx22xl0pbjdD5w,https://www.ramper.xyz; https://admin.thegrid.id/profiles/?rootId=id1755685959-Gjs9SAnjRx22xl0pbjdD5w,name; URL: urlMain,NEAR; near,NEARCatalog,A go-to digital wallet for easy access to Web3 with no required difficult seed phrases or private keys,website-scan: scanned
Nym,,,,TRUE,,,,,,,https://nym.com/,https://x.com/nym,@nym; https://x.com/nym,https://t.me/nymchan/,Infrastructure; Privacy,,,❌ Not found,,,,,NEAR; near,NEARCatalog,The next generation of privacy infrastructure,website-scan: scanned
1RPC,,,,TRUE,,,,,,,https://www.1rpc.io/,https://twitter.com/1rpc_,@1rpc_; https://twitter.com/1rpc_,http://ata.ws/telegram,Infrastructure; RPC,,,❌ Not found,,,,,NEAR; near,NEARCatalog,Secure your blockchain interactions with zero-tracking and avoid metadata leakage | [PROMOTED from website-scan] STRK keywords (starknet),website-scan: scanned | promoted: website-scan
Guarda,TRUE,,,,TRUE,,,,,,https://guarda.com,https://x.com/GuardaWallet,@GuardaWallet; https://x.com/GuardaWallet,https://t.me/guarda_community,Infrastructure; Wallet,,,Active; ✅ Found,Guarda,id1751290282-ZKfb_MnaS_q2_hqfrMJT3Q,https://guarda.com; https://admin.thegrid.id/profiles/?rootId=id1751290282-ZKfb_MnaS_q2_hqfrMJT3Q,name; URL: urlMain,NEAR; near,NEARCatalog; AwesomeNEAR,Guarda Wallet offers a secure and user-friendly platform for managing cryptocurrencies; tokens in a non-custodial manner | Grid confirms: USDT; USDC; SOL; ADA | [PROMOTED from website-scan] USDT keywords (usdt; tether) | USDC keywords (usdc; usd coin) | SOL keywords (solana) | ADA keywords (cardano),Grid: USDT (supported_by); USDC (supported_by); SOL (supported_by); ADA (supported_by) | website-scan: scanned | promoted: website-scan
Bitvavo,TRUE,,,,,,,,,,https://bitvavo.com/en,https://twitter.com/bitvavocom,@bitvavocom; https://twitter.com/bitvavocom,,Other; CEX,,,Active; ✅ Found,Bitvavo,3749,https://bitvavo.com; https://admin.thegrid.id/profiles/?rootId=3749,name; Name: Profile,NEAR; near,NEARCatalog,A user-friendly and reliable trading platform with a wide variety of digital assets to buy; sell; and store | Grid confirms: USDC; SOL; ADA,Grid: USDC (supported_by); SOL (supported_by); ADA (supported_by) | website-scan: scanned
Bitfinex,TRUE,,,,,,,,,,https://www.bitfinex.com,https://x.com/bitfinex,@bitfinex; https://x.com/bitfinex,,Other; CEX,,,Active; ✅ Found,Bitfinex,id1753084007-OpQ9kZQIQ2-cjQqIi8yqoA,https://www.bitfinex.com; https://admin.thegrid.id/profiles/?rootId=id1753084007-OpQ9kZQIQ2-cjQqIi8yqoA,name; URL: urlMain,NEAR; near,NEARCatalog,A leading digital asset trading platform since 2012; offering advanced trading features; peer-to-peer financing; OTC markets; and margin trading for professional traders and global liquidity providers | Supports USDT | Grid confirms: USDT; SOL; ADA | [PROMOTED from website-scan] web3 signals (swap; lending; borrow; staking) | Supports USDT; Solana chain presence; Cardano chain presence,USDT: $585;395 | Grid: USDT (supported_by); SOL (supported_by); ADA (supported_by) | website-scan: scanned | promoted: website-scan | USDT: $585;375 | SOL: $0 | ADA: $0
HTX,TRUE,,,,TRUE,,,,,,https://www.htx.com/,https://twitter.com/HTX_Global,@HTX_Global; https://twitter.com/HTX_Global,https://t.me/htxglobalofficial,Other; CEX,,,Active; ✅ Found,HTX,1845,https://www.htx.com; https://admin.thegrid.id/profiles/?rootId=1845,name; URL: urlMain,NEAR; near,NEARCatalog,HTX; established in China in 2013; is a global digital asset exchange operating in over 100 countries with a daily trading volume surpassing $4 billion | Grid confirms: USDT; USDC; SOL | [PROMOTED from website-scan] USDT keywords (usdt) | USDC keywords (usdc),Grid: USDT (supported_by); USDC (supported_by); SOL (supported_by) | website-scan: scanned | promoted: website-scan
